id,loc_id,geo_lat,geo_lon,emb_x,emb_y,timestamp,cat_a,cat_b,cat_c,num_a,num_b
1b1eb28f-665e-5cee-a51c-f42d27c55598,21a89814-52d1-5a76-8afb-e01afea5bdaa,44.470698024394906,-102.6068788786778,-0.8477488,-0.5299151,2023-01-01,urban,west,tier1,10.174921,4.7116485
65e20ea4-05e3-5bc6-8910-554724f25595,21a89814-52d1-5a76-8afb-e01afea5bdaa,44.470698024394906,-102.6068788786778,-0.85069674,-0.52375185,2023-02-01,urban,west,tier1,9.322884,4.1387744
d1824b59-0510-56bb-bd8a-c33a2eba2a77,21a89814-52d1-5a76-8afb-e01afea5bdaa,44.470698024394906,-102.6068788786778,-0.85313207,-0.51977557,2023-03-01,urban,west,tier1,9.706878,4.290726
df196064-5962-5226-842c-3b93df292068,21a89814-52d1-5a76-8afb-e01afea5bdaa,44.470698024394906,-102.6068788786778,-0.85484785,-0.5169489,2023-04-01,urban,west,tier1,10.118207,4.550195
9d150876-acd5-5035-9171-6966acd6e357,21a89814-52d1-5a76-8afb-e01afea5bdaa,44.470698024394906,-102.6068788786778,-0.8438588,-0.53469926,2023-05-01,urban,west,tier1,9.804506,4.4004602
2202dd42-187c-5015-96ae-dc5e43e9bf21,1bbb8a54-e298-5e85-86d2-e55960304beb,43.65428949206755,-102.81695104675755,-0.5560522,-0.63580525,2023-01-01,urban,south,tier1,8.874707,5.5092497
91e0396d-ac6a-510a-a3d4-2464aa684104,1bbb8a54-e298-5e85-86d2-e55960304beb,43.65428949206755,-102.81695104675755,-0.5618945,-0.62977105,2023-02-01,urban,south,tier1,8.632588,5.0373473
364af011-fedf-570f-89a8-8bcdaa8e6a93,1bbb8a54-e298-5e85-86d2-e55960304beb,43.65428949206755,-102.81695104675755,-0.54353064,-0.6381588,2023-03-01,urban,south,tier1,7.960061,5.39584
2e9e036d-2a80-5460-bf48-da0dbe70b4fe,1bbb8a54-e298-5e85-86d2-e55960304beb,43.65428949206755,-102.81695104675755,-0.5498497,-0.63883185,2023-04-01,urban,south,tier1,8.418021,5.042304
3b9ea14a-d69f-5d27-b7b1-c5e6b22d2a1a,1bbb8a54-e298-5e85-86d2-e55960304beb,43.65428949206755,-102.81695104675755,-0.545918,-0.63698953,2023-05-01,urban,south,tier1,8.4396,5.3698907
89ae10d4-3717-5dfc-8064-ef62ca9c3099,10b54aba-499d-5083-9cea-faf462e1f8e6,43.87045970603487,-103.03044418872419,-0.7664141,-0.6407889,2023-01-01,urban,west,tier1,9.327509,5.0918636
1863dc8d-9b6d-5d39-b482-ff1fa09c4267,10b54aba-499d-5083-9cea-faf462e1f8e6,43.87045970603487,-103.03044418872419,-0.77163404,-0.6344934,2023-02-01,urban,west,tier1,10.1017885,5.0879874
b2d36b53-7441-519b-be73-9b71649171e8,10b54aba-499d-5083-9cea-faf462e1f8e6,43.87045970603487,-103.03044418872419,-0.77063966,-0.6357008,2023-03-01,urban,west,tier1,10.491576,5.424577
e644b141-8533-5de9-bb62-ce23cdb5dba6,10b54aba-499d-5083-9cea-faf462e1f8e6,43.87045970603487,-103.03044418872419,-0.75619113,-0.63783205,2023-04-01,urban,west,tier1,9.591659,5.1649823
8027ede5-dcf1-5b8e-affa-7f395de6c17c,10b54aba-499d-5083-9cea-faf462e1f8e6,43.87045970603487,-103.03044418872419,-0.7676446,-0.6356017,2023-05-01,urban,west,tier1,9.776921,4.866604
67622223-edcd-5dfe-a8c3-038d15a0ee41,ee06b30e-b746-5563-abda-a49ab4a3256c,44.169813994682514,-103.06284808112767,0.9963932,-0.07212194,2023-01-01,mine,east,tier2,10.13711,-0.8908085
52c75584-57ac-5bf3-8dd1-38412213acb8,ee06b30e-b746-5563-abda-a49ab4a3256c,44.169813994682514,-103.06284808112767,0.98277116,-0.05844199,2023-02-01,mine,east,tier2,10.590842,-0.42635068
4bbabd9b-a0dc-5f16-8f4a-6149abf5914e,ee06b30e-b746-5563-abda-a49ab4a3256c,44.169813994682514,-103.06284808112767,0.9829641,-0.082421795,2023-03-01,mine,east,tier2,10.015863,-0.40213332
8add2ca7-77e4-5e54-9363-c15a3911f133,ee06b30e-b746-5563-abda-a49ab4a3256c,44.169813994682514,-103.06284808112767,0.9840751,-0.075933166,2023-04-01,mine,east,tier2,9.927775,-0.48067227
e593ff05-7abd-5d02-911b-3b04d8b24b7d,ee06b30e-b746-5563-abda-a49ab4a3256c,44.169813994682514,-103.06284808112767,0.992768,-0.090327986,2023-05-01,mine,east,tier2,10.15404,-0.55768096
110254dc-02d3-51e6-8f3b-e740957c3122,039e3413-faa0-5382-9f63-5c943def4a2b,43.88747837903018,-103.21167189606976,0.3070753,0.9506344,2023-01-01,forest,north,tier1,9.847145,2.6737862
965e3888-4ff0-5ee3-b827-232ad7510dea,039e3413-faa0-5382-9f63-5c943def4a2b,43.88747837903018,-103.21167189606976,0.31708324,0.94734323,2023-02-01,forest,north,tier1,10.136603,3.4630256
455fae0f-b408-5a08-8bca-6bdebbc1c643,039e3413-faa0-5382-9f63-5c943def4a2b,43.88747837903018,-103.21167189606976,0.29845944,0.9444877,2023-03-01,forest,north,tier1,9.952099,2.7232823
b0acb36b-eb5c-5d9d-8054-927b6931b3f4,039e3413-faa0-5382-9f63-5c943def4a2b,43.88747837903018,-103.21167189606976,0.31683925,0.94813395,2023-04-01,forest,north,tier1,9.698458,3.026923
bfd774c3-f145-58d4-bdb0-6bb7c72dcfe4,039e3413-faa0-5382-9f63-5c943def4a2b,43.88747837903018,-103.21167189606976,0.30780998,0.9503968,2023-05-01,forest,north,tier1,10.107435,3.072127
5df31aa4-161a-5787-8cf3-630a4bbc0865,583b1649-ec13-58cc-8f91-38d7583302ea,44.28692437750214,-102.83514914340797,-0.8395982,-0.5382471,2023-01-01,urban,west,tier1,9.758766,4.63502
082f9ffb-6b3b-56fa-b41d-7f1c3ceabed8,583b1649-ec13-58cc-8f91-38d7583302ea,44.28692437750214,-102.83514914340797,-0.84613234,-0.51946664,2023-02-01,urban,west,tier1,10.3318205,4.662379
556fc626-60d2-5b9b-9acb-d8594f80ac10,583b1649-ec13-58cc-8f91-38d7583302ea,44.28692437750214,-102.83514914340797,-0.83901644,-0.5372445,2023-03-01,urban,west,tier1,9.584988,4.483354
370e88dd-3cf9-557b-8013-d10d0f34f724,583b1649-ec13-58cc-8f91-38d7583302ea,44.28692437750214,-102.83514914340797,-0.8417871,-0.5340703,2023-04-01,urban,west,tier1,10.110489,4.805695
ecfff06b-8680-5577-af4d-98342006d221,583b1649-ec13-58cc-8f91-38d7583302ea,44.28692437750214,-102.83514914340797,-0.8417109,-0.5380741,2023-05-01,urban,west,tier1,10.42575,4.7709017
d8e47a09-a02b-5b14-b98b-0ea2d7af2092,ac1f50c2-434a-5c64-8637-87e7dfb2a81f,44.068741195952896,-103.36020300187235,0.1846417,0.9799733,2023-01-01,forest,north,tier2,9.940841,1.8351029
00945eb0-e556-54a3-93a8-d1abed12db49,ac1f50c2-434a-5c64-8637-87e7dfb2a81f,44.068741195952896,-103.36020300187235,0.18841287,0.98107165,2023-02-01,forest,north,tier2,10.046419,2.0534549
255810a6-12d0-5783-8c1d-9428c34b0475,ac1f50c2-434a-5c64-8637-87e7dfb2a81f,44.068741195952896,-103.36020300187235,0.17168465,0.9761964,2023-03-01,forest,north,tier2,10.279923,1.844789
5b3821be-cc0e-550e-9318-2aa270d2adb6,ac1f50c2-434a-5c64-8637-87e7dfb2a81f,44.068741195952896,-103.36020300187235,0.14465827,0.98778564,2023-04-01,forest,north,tier2,10.55816,0.8388131
24dab0ae-8bc5-5e60-bf5d-4512aebc79e6,ac1f50c2-434a-5c64-8637-87e7dfb2a81f,44.068741195952896,-103.36020300187235,0.2037433,0.95332587,2023-05-01,forest,north,tier2,10.029438,2.0920346
97ce1172-3266-54f4-b515-83cd1a4f16ef,99bc3359-20be-5d6e-a8b8-043d00527fb4,44.264998857416025,-102.86528167999941,0.97233945,0.0838675,2023-01-01,mine,east,tier1,10.103742,1.0144378
a1ac5adb-dd6f-5dd8-bd50-32828f721d7d,99bc3359-20be-5d6e-a8b8-043d00527fb4,44.264998857416025,-102.86528167999941,0.99619,0.07487616,2023-02-01,mine,east,tier1,9.430575,0.95796955
703b1b2b-dc4d-5409-b174-e1dc014b61a8,99bc3359-20be-5d6e-a8b8-043d00527fb4,44.264998857416025,-102.86528167999941,0.99502206,0.089062616,2023-03-01,mine,east,tier1,9.39263,0.43650684
1bd960db-e35a-5c3f-9d1c-756ce3c74500,99bc3359-20be-5d6e-a8b8-043d00527fb4,44.264998857416025,-102.86528167999941,0.9873795,0.06347636,2023-04-01,mine,east,tier1,9.906427,0.78042775
30631c67-d5a0-5dd2-bf08-f3c2d2c9b71d,99bc3359-20be-5d6e-a8b8-043d00527fb4,44.264998857416025,-102.86528167999941,0.9815366,0.0871774,2023-05-01,mine,east,tier1,10.033328,0.74697995
ce53736a-bb32-5c65-b200-0adb9d05b405,a23a70ac-35d9-58b9-aa58-6b0749b94aed,43.53081783456794,-103.06328261076764,0.24430843,-0.9686663,2023-01-01,rangeland,south,tier2,9.891314,-2.3680506
84c30a76-bd88-5a14-9598-48b7fe8e216c,a23a70ac-35d9-58b9-aa58-6b0749b94aed,43.53081783456794,-103.06328261076764,0.25223637,-0.96328217,2023-02-01,rangeland,south,tier2,10.031854,-2.5223029
a27b7e4f-cec8-56fe-90e8-50dccab7def8,a23a70ac-35d9-58b9-aa58-6b0749b94aed,43.53081783456794,-103.06328261076764,0.25341085,-0.9570506,2023-03-01,rangeland,south,tier2,9.872662,-2.3601315
4aabd2b7-f63f-5bd3-ba47-f6e572a9ab12,a23a70ac-35d9-58b9-aa58-6b0749b94aed,43.53081783456794,-103.06328261076764,0.24725175,-0.9679192,2023-04-01,rangeland,south,tier2,10.147857,-2.563551
62a5aa59-2eff-59ff-838c-5e05abb0b6ed,a23a70ac-35d9-58b9-aa58-6b0749b94aed,43.53081783456794,-103.06328261076764,0.25441036,-0.9667884,2023-05-01,rangeland,south,tier2,9.906834,-2.5599153
786a3711-93f8-5002-9822-c259bb52a4aa,56e40443-f232-5598-b02e-c6aa0b611f7f,43.55830274168907,-103.21861610797801,0.29542112,0.9362746,2023-01-01,forest,north,tier2,9.932118,2.9760118
411148b0-bb65-5291-9826-28dca61b525d,56e40443-f232-5598-b02e-c6aa0b611f7f,43.55830274168907,-103.21861610797801,0.30899903,0.947418,2023-02-01,forest,north,tier2,10.533454,2.8414257
37d6f710-22fd-50ca-ab4d-1c39c0c9f46e,56e40443-f232-5598-b02e-c6aa0b611f7f,43.55830274168907,-103.21861610797801,0.29175124,0.9427957,2023-03-01,forest,north,tier2,9.3483715,3.3105786
e118ad76-59dc-5a3e-b29c-3b38aaca7a21,56e40443-f232-5598-b02e-c6aa0b611f7f,43.55830274168907,-103.21861610797801,0.31112468,0.9493168,2023-04-01,forest,north,tier2,9.720666,3.5053627
26126a06-a187-58f5-bbc4-ff1594e80e26,56e40443-f232-5598-b02e-c6aa0b611f7f,43.55830274168907,-103.21861610797801,0.29698515,0.9500423,2023-05-01,forest,north,tier2,10.384466,3.0551605
e7a33557-c7fc-5683-a82c-fde9319e9916,6100a540-385e-5e16-8af4-071a3f04e05e,44.28389820910641,-102.83568645967262,-0.73219293,0.51084137,2023-01-01,water,west,tier1,8.808735,-4.6617484
8fed4d69-f323-51c0-8f08-48b0350fd30e,6100a540-385e-5e16-8af4-071a3f04e05e,44.28389820910641,-102.83568645967262,-0.7726739,0.5055682,2023-02-01,water,west,tier1,9.577136,-4.248708
7e1d4cf5-c4bf-5a36-b0ab-a10ced82fb8a,6100a540-385e-5e16-8af4-071a3f04e05e,44.28389820910641,-102.83568645967262,-0.7540009,0.4984048,2023-03-01,water,west,tier1,9.106443,-4.1039767
714ec16d-e06b-55fa-9dbf-1ba441434331,6100a540-385e-5e16-8af4-071a3f04e05e,44.28389820910641,-102.83568645967262,-0.74989676,0.5100215,2023-04-01,water,west,tier1,8.829903,-4.203835
f440251a-2e47-5196-9050-428ef0f8b9dd,6100a540-385e-5e16-8af4-071a3f04e05e,44.28389820910641,-102.83568645967262,-0.785523,0.5121826,2023-05-01,water,west,tier1,10.148602,-4.9031897
090b1189-b46f-56a0-8367-f620b2ccf0b4,84047464-bf02-57d8-b1c6-a51d18bbb990,43.59004786077564,-102.77764064940355,-0.752994,0.53137785,2023-01-01,water,west,tier3,9.077304,-4.2431765
d74f6dc8-fe73-5a8d-8674-a4121b622c49,84047464-bf02-57d8-b1c6-a51d18bbb990,43.59004786077564,-102.77764064940355,-0.7458558,0.53297997,2023-02-01,water,west,tier3,9.406336,-4.5587792
6effbb3f-305e-5143-a606-32f16594bd87,84047464-bf02-57d8-b1c6-a51d18bbb990,43.59004786077564,-102.77764064940355,-0.71878165,0.5329704,2023-03-01,water,west,tier3,9.006786,-5.087178
cf15326a-06d4-529f-bf2e-34700f53749f,84047464-bf02-57d8-b1c6-a51d18bbb990,43.59004786077564,-102.77764064940355,-0.7560148,0.5429307,2023-04-01,water,west,tier3,8.907052,-5.246747
611f6f3c-4600-5513-b9b4-742400c1e922,84047464-bf02-57d8-b1c6-a51d18bbb990,43.59004786077564,-102.77764064940355,-0.75025713,0.5451644,2023-05-01,water,west,tier3,9.286811,-4.711124
94672f8d-70c7-5eea-be42-f8dc9446c6f9,1a4dc802-e3e1-5275-9340-cdf6d527ac87,43.65231210271317,-102.80367962492227,-0.83942014,0.541512,2023-01-01,water,west,tier3,10.187676,-5.087675
d289e82f-2b62-5393-b4c5-3230af2210f8,1a4dc802-e3e1-5275-9340-cdf6d527ac87,43.65231210271317,-102.80367962492227,-0.8094899,0.5446464,2023-02-01,water,west,tier3,10.096293,-4.4078293
920190eb-8179-535d-a18f-2d86684c4444,1a4dc802-e3e1-5275-9340-cdf6d527ac87,43.65231210271317,-102.80367962492227,-0.81429845,0.5421967,2023-03-01,water,west,tier3,10.043474,-5.1154013
29f04f1c-c182-54b9-82ac-f52685454aca,1a4dc802-e3e1-5275-9340-cdf6d527ac87,43.65231210271317,-102.80367962492227,-0.8358458,0.52962935,2023-04-01,water,west,tier3,9.856225,-4.3837585
2f19de11-80a8-50e7-a435-8f531c4a5ba8,1a4dc802-e3e1-5275-9340-cdf6d527ac87,43.65231210271317,-102.80367962492227,-0.81758845,0.5481605,2023-05-01,water,west,tier3,10.187969,-4.8557982
956ada24-dbba-5a11-821c-b2dd591113ba,48d14788-b9a6-525c-888f-da67c542e03d,43.86181261055339,-103.4123500806839,-0.8969266,0.42653704,2023-01-01,water,west,tier3,9.875341,-3.7682471
e1d2e530-0606-596f-9e9e-5d9d88afce55,48d14788-b9a6-525c-888f-da67c542e03d,43.86181261055339,-103.4123500806839,-0.8964226,0.44093934,2023-02-01,water,west,tier3,10.159915,-4.1373005
fbbffeb5-bf01-5f74-b4d0-15b4503c9849,48d14788-b9a6-525c-888f-da67c542e03d,43.86181261055339,-103.4123500806839,-0.8800386,0.43154103,2023-03-01,water,west,tier3,9.841256,-4.0595307
e058cf2f-d41a-58fa-8a31-e84dc64474af,48d14788-b9a6-525c-888f-da67c542e03d,43.86181261055339,-103.4123500806839,-0.8827924,0.4339655,2023-04-01,water,west,tier3,9.88175,-3.5653377
e89e5b69-4794-5a4d-a526-f0ca8a0d4a5d,48d14788-b9a6-525c-888f-da67c542e03d,43.86181261055339,-103.4123500806839,-0.8934609,0.43447185,2023-05-01,water,west,tier3,10.268089,-3.158256
5efc20ea-47ab-50cd-9072-5ef012b52ed7,7448f693-76ce-5be4-beae-4c76f3b54549,44.19970713381075,-103.23413003854048,-0.84859455,-0.49811578,2023-01-01,urban,west,tier1,9.891559,4.7903323
3e04c15f-c898-50ce-a4cf-72b71319044a,7448f693-76ce-5be4-beae-4c76f3b54549,44.19970713381075,-103.23413003854048,-0.85776067,-0.50206655,2023-02-01,urban,west,tier1,9.478194,4.0161715
c1da636c-d6ab-5656-9673-78882572363a,7448f693-76ce-5be4-beae-4c76f3b54549,44.19970713381075,-103.23413003854048,-0.85694665,-0.49984276,2023-03-01,urban,west,tier1,10.451905,4.528316
5546220f-80b7-5936-930f-a75e328a6bd2,7448f693-76ce-5be4-beae-4c76f3b54549,44.19970713381075,-103.23413003854048,-0.86088943,-0.5065632,2023-04-01,urban,west,tier1,10.401595,4.7105956
efd4c966-2a09-5ac4-9cad-a886c869600c,7448f693-76ce-5be4-beae-4c76f3b54549,44.19970713381075,-103.23413003854048,-0.85148716,-0.50370866,2023-05-01,urban,west,tier1,10.231166,4.104993
67286937-323c-5bae-a522-c953407f1815,6e2bb230-93a2-5d1b-b293-2759bd5960c5,43.772241561845156,-103.40360903784651,0.27225333,-0.82749295,2023-01-01,rangeland,south,tier2,8.773893,-2.944674
c68200c4-1ba0-5c70-9fdb-3899716f6ec6,6e2bb230-93a2-5d1b-b293-2759bd5960c5,43.772241561845156,-103.40360903784651,0.2724367,-0.8549196,2023-02-01,rangeland,south,tier2,8.555546,-2.478157
3a592cb8-70b6-5328-8724-9a41a5e9aa52,6e2bb230-93a2-5d1b-b293-2759bd5960c5,43.772241561845156,-103.40360903784651,0.27951136,-0.8533286,2023-03-01,rangeland,south,tier2,8.867222,-3.0434985
fce4e421-0a13-5611-ac28-3409bfa049d6,6e2bb230-93a2-5d1b-b293-2759bd5960c5,43.772241561845156,-103.40360903784651,0.26683366,-0.85584325,2023-04-01,rangeland,south,tier2,8.662435,-2.0678616
7349dec2-e1a5-589f-92d9-5cccbb8efede,6e2bb230-93a2-5d1b-b293-2759bd5960c5,43.772241561845156,-103.40360903784651,0.27299795,-0.8444956,2023-05-01,rangeland,south,tier2,9.141263,-2.4715486
9d027782-f5f8-57d5-8a5b-b8b5f70ec9e9,c39d61c5-f1f6-53d1-9e33-1f469a62b6b9,43.80595662415065,-102.9207804310581,-0.8538766,0.51855165,2023-01-01,water,west,tier3,9.909284,-4.303113
cd0daee7-6e3b-585d-b18e-dbe518a7fefd,c39d61c5-f1f6-53d1-9e33-1f469a62b6b9,43.80595662415065,-102.9207804310581,-0.85055584,0.51456666,2023-02-01,water,west,tier3,9.542149,-4.373141
2a659137-69d7-57a4-8d53-ffad52d91dab,c39d61c5-f1f6-53d1-9e33-1f469a62b6b9,43.80595662415065,-102.9207804310581,-0.85601544,0.49948955,2023-03-01,water,west,tier3,10.063155,-4.0455256
2d431c69-e18e-5168-8b79-1f2ed6071b38,c39d61c5-f1f6-53d1-9e33-1f469a62b6b9,43.80595662415065,-102.9207804310581,-0.82868916,0.5144813,2023-04-01,water,west,tier3,9.592439,-4.764791
e44e3104-0656-5337-be8a-63a120991871,c39d61c5-f1f6-53d1-9e33-1f469a62b6b9,43.80595662415065,-102.9207804310581,-0.85188633,0.52041644,2023-05-01,water,west,tier3,9.739306,-4.4977455
00dd7c14-1bab-5981-b742-d189a70b2e0a,ae2a17b7-024f-519b-a8f1-e623311bf127,43.932093039775104,-102.87269115929756,0.97892356,-0.014797049,2023-01-01,mine,east,tier1,9.558143,-0.11858196
96ffdd6a-14fb-5a7e-83b9-becffea64d1f,ae2a17b7-024f-519b-a8f1-e623311bf127,43.932093039775104,-102.87269115929756,0.98444325,-0.029884351,2023-02-01,mine,east,tier1,9.764083,-0.2754598
8e261eb8-d59d-5ae3-b36b-9a58bc2f5091,ae2a17b7-024f-519b-a8f1-e623311bf127,43.932093039775104,-102.87269115929756,0.99895364,-0.009626183,2023-03-01,mine,east,tier1,10.208806,0.19530316
a66814c1-8bdd-52f6-9241-09b79cb60508,ae2a17b7-024f-519b-a8f1-e623311bf127,43.932093039775104,-102.87269115929756,0.9988359,-0.01810391,2023-04-01,mine,east,tier1,9.977981,0.124550514
6405c81b-012c-543f-801f-4bd83fd4d6d8,ae2a17b7-024f-519b-a8f1-e623311bf127,43.932093039775104,-102.87269115929756,0.9988486,-0.017390748,2023-05-01,mine,east,tier1,9.552605,-0.42348573
2857df75-fe91-5d90-929b-be1793105cc3,af78b7a1-c4a8-51dd-ade9-d9b37d7a83be,43.91580740217061,-103.45838582613811,0.99549556,0.046651702,2023-01-01,mine,east,tier1,9.958469,0.816493
f386661b-62be-57b9-8bae-315eba3cfbc9,af78b7a1-c4a8-51dd-ade9-d9b37d7a83be,43.91580740217061,-103.45838582613811,0.9977399,0.050160624,2023-02-01,mine,east,tier1,10.350655,0.19338433
8f043aaf-c80e-5c62-91d8-10486336321d,af78b7a1-c4a8-51dd-ade9-d9b37d7a83be,43.91580740217061,-103.45838582613811,0.99846697,0.03262976,2023-03-01,mine,east,tier1,9.494272,0.24321611
32226e1b-3d0c-5ce0-9754-de78a4a4d6c9,af78b7a1-c4a8-51dd-ade9-d9b37d7a83be,43.91580740217061,-103.45838582613811,0.998079,0.042886592,2023-04-01,mine,east,tier1,10.594336,0.48507598
86dc3f7b-f38d-59fa-8db9-23390d76a251,af78b7a1-c4a8-51dd-ade9-d9b37d7a83be,43.91580740217061,-103.45838582613811,0.9982126,0.03965699,2023-05-01,mine,east,tier1,9.995736,0.015844429
48bba751-c95e-557d-aecb-e693c4d89656,91c5278d-201d-53e5-a798-18a11e2e7a17,44.08764457217771,-103.32940703146312,-0.8500851,0.50129044,2023-01-01,water,west,tier2,9.674702,-3.9648213
f7aa556b-b5b5-5043-bcdb-b3fcbe64ae79,91c5278d-201d-53e5-a798-18a11e2e7a17,44.08764457217771,-103.32940703146312,-0.8496085,0.51763225,2023-02-01,water,west,tier2,9.840093,-4.4483047
84f9ab8c-eb57-599e-8eec-352bd1033772,91c5278d-201d-53e5-a798-18a11e2e7a17,44.08764457217771,-103.32940703146312,-0.8579225,0.51183003,2023-03-01,water,west,tier2,10.456062,-4.287449
d6405b05-99da-5dc6-a861-f602348a93f0,91c5278d-201d-53e5-a798-18a11e2e7a17,44.08764457217771,-103.32940703146312,-0.8414418,0.51528364,2023-04-01,water,west,tier2,9.796373,-4.178392
27ce98ca-f224-52fb-9049-dd9cc42dd5d1,91c5278d-201d-53e5-a798-18a11e2e7a17,44.08764457217771,-103.32940703146312,-0.8441313,0.5262946,2023-05-01,water,west,tier2,10.303641,-4.4713683
1eea6bf0-8e13-594a-a0b2-55547fdb07a5,739900c1-87c5-5602-a5bf-a32808ac2949,44.09091549148142,-103.4771961289703,0.87596357,0.043382358,2023-01-01,mine,east,tier1,9.271557,0.8711051
5081e74d-bca0-5099-a4f0-ae1e7187390a,739900c1-87c5-5602-a5bf-a32808ac2949,44.09091549148142,-103.4771961289703,0.8826758,0.03813564,2023-02-01,mine,east,tier1,8.735618,0.61660945
d34fe2e3-cfb1-5d27-b7d1-125b5c1a24dd,739900c1-87c5-5602-a5bf-a32808ac2949,44.09091549148142,-103.4771961289703,0.8794848,0.05480266,2023-03-01,mine,east,tier1,8.738984,0.87512225
4da97ea1-1a5f-5291-b1b0-5dca34f1a5b5,739900c1-87c5-5602-a5bf-a32808ac2949,44.09091549148142,-103.4771961289703,0.86947674,0.044787973,2023-04-01,mine,east,tier1,9.115292,1.2608488
